,gpt-4o,Tiny Llama Unsloth,aya-23-8B,Llama & Assistant,Llama 3 Unsloth,Meta-Llama-3-8B-Instruct,Llama 2 Unsloth,mistral unsloth,mistral-7B-instruct-v0.3,Llama 3 ORPO
0,0.25,0.0,0.6614583333333333,0.6506147540983607,0.8440677966101694,0.0,0.6506147540983607,0.8440677966101694,0.4331450094161957,0.0
1,0.680744874959751,0.0,0.5043859649122807,0.8655845194306733,0.9286399123407754,0.5415032679738562,0.8655845194306733,0.8655845194306733,0.7083426401608219,0.5415032679738562
2,0.6200000000000001,0.25,0.1694915254237288,0.635593220338983,0.625,0.625,0.8066666666666668,0.635593220338983,0.2542372881355931,0.625
3,0.6341453639198997,0.0605326876513317,0.5414922045206972,0.6048387096774194,0.5909925925925927,0.5478325672795097,0.6872887372292841,0.551980198019802,0.5092592592592592,0.5236943548686016
4,0.4791666666666667,0.0,0.1612903225806451,0.4777070063694267,0.4852320675105485,0.0316455696202531,0.4777070063694267,0.7774180343120837,0.3346108490566037,0.0314465408805031
5,0.5346350534635054,0.2891897499740636,0.3426697209496043,0.8654886574270094,0.7309111389524259,0.2579365079365079,0.8066666666666668,0.8481938728852308,0.5258344764517604,0.6352983129211549
6,0.8412698412698414,0.0227272727272727,0.3715164328272151,0.4938271604938272,0.7710137249383288,0.09009009009009,0.7917284560883177,0.7629659164746884,0.276753847054005,0.6135032488331655
7,0.6297084949682354,0.1073479729729729,0.4928991318952709,0.7325428518677342,0.9082518773335572,0.56198471064115,0.7836918715456452,0.920003558102408,0.7111884239141675,0.5936889702299419
8,0.6735524881971118,0.1068158697863682,0.0796178343949044,0.611690095827794,0.7552473271235857,0.6272411334189835,0.131409811721432,0.6550041961676423,0.6002698961082635,0.561557939682122
9,0.7991622574955908,0.1401869158878504,0.611317254174397,0.8251217578434704,0.8251217578434704,0.09009009009009,0.8251217578434704,0.8251217578434704,0.6004008746355685,0.09009009009009
10,0.8156086387434555,0.0531914893617021,0.6505761445032701,0.7415509259259259,0.8305867513020834,0.7523316062176165,0.7415509259259259,0.8784086630690071,0.6800518134715026,0.6800518134715026
11,0.8160762444018695,0.0928951827644638,0.6503199926508865,0.8858816964285714,0.954167199956118,0.5857778585051312,0.9308099631834916,0.9532932386253452,0.7245301958176757,0.4803375604624303
12,0.8861997310842195,0.0,0.7937500000000002,0.8950617283950617,0.9084673899488716,0.8017676767676769,0.8950617283950617,0.9995,0.8833333333333334,0.904102755954608
13,0.5981878698224852,0.0257731958762886,0.4603262964073138,0.8482881506936489,0.9226476044265336,0.0757575757575757,0.8482881506936489,0.8833545802221817,0.5123173529766937,0.6871727748691099
14,0.8300000000000002,0.0655737704918032,0.5517158870247835,0.5826999638074556,0.6068547637634288,0.2427184466019417,0.6837725638459544,0.5809343434343435,0.6169690098261527,0.3978115310295241
15,0.6133120078740157,0.1181102362204724,0.353968253968254,0.6201171875000001,0.9299633936261844,0.5991586538461539,0.6201171875000001,0.6847545219638242,0.353968253968254,0.3872
16,0.5609630470958029,0.0384615384615384,0.4243688081360928,0.5267060384525326,0.4092548076923077,0.2591610790581631,0.5267060384525326,0.5684656770908392,0.3876543209876543,0.1509433962264151
17,0.8176206509539844,0.0,0.3472222222222222,0.7332282110091743,0.9996243425995492,0.0,0.8251217578434704,0.9996243425995492,0.6696428571428572,0.0
18,0.5888301363716807,0.1263758462181655,0.4585123341709222,0.1434895021353073,0.7513696645321318,0.5016318806395875,0.1309266458669452,0.6841256188335639,0.4775339449213969,0.5615528492426742
19,0.6255699855699857,0.1043024771838331,0.4528102664067576,0.2523917055167055,0.6529481598733676,0.5492591902343569,0.1967592592592592,0.7627542541020779,0.5084826480143086,0.5631683651850417
20,0.7114285714285714,0.0,0.5751811594202899,0.7014492753623188,0.551470588235294,0.4330065359477124,0.3758169934640523,0.551470588235294,0.2798507462686567,0.0
21,0.6839401150045221,0.1324503311258278,0.4515263527388516,0.6650994067223591,0.7859455632119113,0.5421698552329183,0.6654241696190898,0.8360759693084013,0.572310369234399,0.5872797888268098
22,0.6132413552121853,0.1015625,0.426040619090812,0.8849534266955592,0.8466577394407129,0.45515582977377,0.8842368533647635,0.9006520019791873,0.5673638322884013,0.6400966183574879
23,0.6533707358005918,0.1546790409899458,0.4894842284337046,0.4456514783886198,0.6061380657154163,0.438810854445385,0.0946354865177303,0.7041055155875299,0.516708138913483,0.5152466473295652
24,0.6177156177156177,0.4059921841076856,0.3624901497241922,0.7217391304347825,0.7947059528087197,0.0357142857142857,0.7217391304347825,0.8026180852989082,0.3255474452554745,0.0
25,0.721243042671614,0.0,0.4376470588235294,0.1204819277108433,0.7429516185172295,0.229407514450867,0.8865220249835634,0.8874424720578565,0.3475896531452087,0.407261304697202
26,0.7300275482093663,0.8470338983050848,0.5698720166032515,0.8470338983050848,0.754985754985755,0.0,0.8470338983050848,0.8470338983050848,0.3844827586206897,0.0
27,0.89343817449905,0.0880281690140845,0.6606741226408456,0.8046789046977141,0.9586298932384342,0.6627499565292992,0.7918595679012346,0.9782800505867474,0.630720072162013,0.5422316696113074
28,0.8722527472527472,0.0,0.7687074829931974,0.7602601480152501,0.9993141289437586,0.625,0.7602601480152501,0.9993141289437586,0.7602601480152501,0.0543478260869565
29,0.6929363576495873,0.0998307952622673,0.5404856249610503,0.5266088604946332,0.6681873152786697,0.5803206306544666,0.6230601682268349,0.7037529605809187,0.5667887216934343,0.4984171196853498
30,0.6146846361185984,0.0410958904109589,0.5694679054054055,0.5639741362179569,0.5776017120870616,0.5027105114228696,0.5368568808561431,0.6419557005494505,0.56640625,0.5326062507219153
31,0.8145050860719875,0.0520833333333333,0.5856508940731956,0.6874694042099807,0.551558752997602,0.6592502045524,0.5116244558765334,0.7498331850533806,0.6060820510746708,0.4166858900422914
32,0.9861386138613862,0.3757575757575758,0.7132337471070903,0.9084673899488716,0.9084673899488716,0.7132337471070903,0.9084673899488716,0.9084673899488716,0.7132337471070903,0.7132337471070903
33,0.7461051419209603,0.0918196994991652,0.6268803418803419,0.7316977173666932,0.9276245253517982,0.598356571860391,0.7484942492349899,0.9352982515320176,0.5687430339367385,0.5658657504598242
34,0.5829674874339887,0.142254344919786,0.4815337409572442,0.460974513262095,0.7992519053913436,0.3736101499423298,0.5725628396739131,0.7419801486798905,0.6736859938695924,0.3130744485294117
