,gpt-4o,Tiny Llama Unsloth,aya-23-8B,Llama & Assistant,Llama 3 Unsloth,Meta-Llama-3-8B-Instruct,Llama 2 Unsloth,mistral unsloth,mistral-7B-instruct-v0.3,Llama 3 ORPO
0,0.7273231744766235,0.2995028793811798,0.7715515494346619,0.66170334815979,0.9356736540794371,0.325597196817398,0.66170334815979,0.9356736540794371,0.6459778547286987,0.2756747305393219
1,0.7138187885284424,0.3260475993156433,0.6390654444694519,0.882132351398468,0.9176918864250184,0.6895660161972046,0.882132351398468,0.882132351398468,0.8420851826667786,0.7145785093307495
2,0.870288074016571,0.6536626815795898,0.6710447072982788,0.8524734377861023,0.8509567975997925,0.8509567975997925,0.94760000705719,0.8524734377861023,0.7265761494636536,0.8509567975997925
3,0.7456793785095215,0.351197600364685,0.7237042188644409,0.8116313815116882,0.7622750401496887,0.6752293705940247,0.8001264333724976,0.7413995265960693,0.656427800655365,0.7353602647781372
4,0.7197571992874146,0.2727172374725342,0.5799464583396912,0.6410052180290222,0.6829565167427063,0.3301175832748413,0.6410052180290222,0.8497065305709839,0.6291178464889526,0.3289699852466583
5,0.7660621404647827,0.516654908657074,0.6224334836006165,0.928820550441742,0.8170386552810669,0.5819795727729797,0.9090086221694946,0.8798797726631165,0.7175830006599426,0.6915070414543152
6,0.9584035873413086,0.395466536283493,0.5821734666824341,0.746525764465332,0.8847956657409668,0.3870516121387481,0.8215768337249756,0.9034970998764038,0.6005902886390686,0.6416459083557129
7,0.8350852727890015,0.3855614960193634,0.7610331177711487,0.9124457240104676,0.9379839897155762,0.7469325661659241,0.915492057800293,0.9607260227203368,0.8359029293060303,0.7770034670829773
8,0.850300669670105,0.384361058473587,0.3952011466026306,0.7589526772499084,0.8537147641181946,0.7725954651832581,0.4998188316822052,0.858519971370697,0.8124232888221741,0.7613086700439453
9,0.8095261454582214,0.4739799797534942,0.6444757580757141,0.8422232866287231,0.8864396810531616,0.3533697426319122,0.8864396810531616,0.8864396810531616,0.6175427436828613,0.3533697426319122
10,0.8053452968597412,0.3473271131515503,0.7871411442756653,0.8940052390098572,0.897114634513855,0.8641884922981262,0.8940052390098572,0.8934338688850403,0.852311372756958,0.8371143937110901
11,0.8773849010467529,0.3688135147094726,0.7891236543655396,0.9313872456550598,0.9792534708976746,0.7696662545204163,0.9637466073036194,0.9887626767158508,0.8051906824111938,0.7432257533073425
12,0.9312108755111694,0.3467152118682861,0.8691703677177429,0.9303845763206482,0.9471426010131836,0.8831890821456909,0.9303845763206482,1.0,0.887662947177887,0.9660544395446776
13,0.787609875202179,0.3508627116680145,0.7555079460144043,0.9049806594848632,0.9116971492767334,0.3606705069541931,0.9049806594848632,0.928151786327362,0.774391233921051,0.8404238820075989
14,0.923175811767578,0.3528866469860077,0.8090190291404724,0.713591456413269,0.7800259590148926,0.5404996275901794,0.7732867002487183,0.7586225271224976,0.7781794667243958,0.6177700161933899
15,0.7505665421485901,0.3796713650226593,0.6071087121963501,0.7512426972389221,0.9625115394592284,0.6804214715957642,0.7512426972389221,0.8305819034576416,0.6000762581825256,0.5847347974777222
